,Unnamed: 0,Unnamed: 0.1,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,resale_price_norm,year,remaining_lease_years,address,latitude,longitude,mrt_dist,mrt_station,no_of_mrt_within_1km,bus_dist,road_name,bus_stop_code,no_of_bus_within_1km,school_dist,school_name,school_zone,school_type,school_level,school_sap,school_ip,no_of_schools_within_1km
0,0,64256,2020-01,ANG MO KIO,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,667.0,265000.0,12.487485099999999,2020,2020,208 ANG MO KIO AVE 1 Singapore,1.3654677,103.8426847,0.9196121775229378,Ang Mo Kio,1,0.08376486106214968,Ang Mo Kio Ave 6,54011,4,0.2098471321600678,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,4
1,1,64257,2020-01,ANG MO KIO,3 ROOM,307C,ANG MO KIO AVE 1,19 TO 21,70.0,Model A,2012,1100.0,470000.0,13.06048797,2020,2020,307C ANG MO KIO AVE 1 Singapore,1.365584,103.845157,0.6974772548058222,Ang Mo Kio,1,0.12730222408755765,Ang Mo Kio Ave 6,54019,6,0.34566945268192695,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
2,2,64258,2020-01,ANG MO KIO,3 ROOM,319,ANG MO KIO AVE 1,01 TO 03,73.0,New Generation,1977,676.0,230000.0,12.34583459,2020,2020,319 ANG MO KIO AVE 1 Singapore,1.3650738000000002,103.84739509999999,0.6021023320136462,Ang Mo Kio,1,0.17315724503650828,Ang Mo Kio Ave 1,54081,10,0.34964829176949447,TECK GHEE PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,4
3,3,64259,2020-01,ANG MO KIO,3 ROOM,216,ANG MO KIO AVE 1,04 TO 06,73.0,New Generation,1976,663.0,280000.0,12.54254488,2020,2020,216 ANG MO KIO AVE 1 Singapore,1.3662078000000002,103.8414166,1.0026350412878653,Ang Mo Kio,0,0.17346039602085328,Ang Mo Kio Ave 1,54611,5,0.18308783518699112,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
4,4,64260,2020-01,ANG MO KIO,3 ROOM,556,ANG MO KIO AVE 10,07 TO 09,68.0,New Generation,1980,709.0,220000.0,12.30138283,2020,2020,556 ANG MO KIO AVE 10 Singapore,1.3720458999999998,103.85772209999999,0.9317162278327293,Ang Mo Kio,1,0.11676931369585025,Ang Mo Kio Ave 10,54589,9,0.654359874356895,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
5,5,64261,2020-01,ANG MO KIO,3 ROOM,536,ANG MO KIO AVE 10,10 TO 12,68.0,New Generation,1980,709.0,280000.0,12.54254488,2020,2020,536 ANG MO KIO AVE 10 Singapore,1.374484,103.8542797,0.7196133757806064,Ang Mo Kio,1,0.07532749159901689,Ang Mo Kio Ave 10,54579,10,0.3148599518074749,ANDERSON SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
6,6,64262,2020-01,ANG MO KIO,3 ROOM,560,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1980,709.0,240000.0,12.388394199999999,2020,2020,560 ANG MO KIO AVE 10 Singapore,1.3707919,103.8591716,1.0687503825793148,Ang Mo Kio,0,0.1202797458639779,Ang Mo Kio St 54,54429,7,0.8160300022072593,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7,7,64263,2020-01,ANG MO KIO,3 ROOM,463,ANG MO KIO AVE 10,04 TO 06,82.0,New Generation,1980,710.0,301000.0,12.61486554,2020,2020,463 ANG MO KIO AVE 10 Singapore,1.3669193000000002,103.8574503,0.9397509279855661,Ang Mo Kio,1,0.1108566437786674,Ang Mo Kio Ave 10,54389,10,0.5806259154434501,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
8,8,64264,2020-01,ANG MO KIO,3 ROOM,476,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,703.0,255000.0,12.44901882,2020,2020,476 ANG MO KIO AVE 10 Singapore,1.3624185,103.85761690000001,1.229624003843131,Ang Mo Kio,0,0.19278100699378628,Ang Mo Kio Ave 10,54379,8,0.5079948878738051,TOWNSVILLE PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
9,9,64265,2020-01,ANG MO KIO,3 ROOM,442,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,703.0,233000.0,12.35879373,2020,2020,442 ANG MO KIO AVE 10 Singapore,1.3656873,103.85518559999998,0.7872955127086687,Ang Mo Kio,1,0.10029325578334654,Ang Mo Kio Ave 10,54381,14,0.31837187420336843,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
10,10,64266,2020-01,ANG MO KIO,3 ROOM,578,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1980,,250000.0,12.429216199999999,2020,2020,578 ANG MO KIO AVE 10 Singapore,1.3718197,103.8549348,0.626974292119045,Ang Mo Kio,1,0.027344735983097,Ang Mo Kio St 52,54419,6,0.34356700731450884,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
11,11,64267,2020-01,ANG MO KIO,3 ROOM,442,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,703.0,245000.0,12.40901349,2020,2020,442 ANG MO KIO AVE 10 Singapore,1.3656873,103.85518559999998,0.7872955127086687,Ang Mo Kio,1,0.10029325578334654,Ang Mo Kio Ave 10,54381,14,0.31837187420336843,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
12,12,64268,2020-01,ANG MO KIO,3 ROOM,445,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,703.0,255000.0,12.44901882,2020,2020,445 ANG MO KIO AVE 10 Singapore,1.3670033000000001,103.8556385,0.7518482607195255,Ang Mo Kio,1,0.12730639602085944,Ang Mo Kio Ave 10,54389,10,0.38805799288705234,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
13,13,64269,2020-01,ANG MO KIO,3 ROOM,435,ANG MO KIO AVE 10,04 TO 06,67.0,New Generation,1979,,288000.0,12.57071576,2020,2020,435 ANG MO KIO AVE 10 Singapore,1.3677443,103.8541891,0.5708929025947431,Ang Mo Kio,1,0.21683317712683614,Ang Mo Kio Ave 3,54279,5,0.2917741962651451,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
14,14,64270,2020-01,ANG MO KIO,3 ROOM,442,ANG MO KIO AVE 10,01 TO 03,67.0,New Generation,1979,703.0,235000.0,12.36734079,2020,2020,442 ANG MO KIO AVE 10 Singapore,1.3656873,103.85518559999998,0.7872955127086687,Ang Mo Kio,1,0.10029325578334654,Ang Mo Kio Ave 10,54381,14,0.31837187420336843,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
15,15,64271,2020-01,ANG MO KIO,3 ROOM,466,ANG MO KIO AVE 10,07 TO 09,67.0,New Generation,1984,764.0,268000.0,12.49874226,2020,2020,466 ANG MO KIO AVE 10 Singapore,1.365897,103.85690679999999,0.9341346037779301,Ang Mo Kio,1,0.06422336476761391,Ang Mo Kio Ave 10,54389,11,0.5088836921733152,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
16,16,64272,2020-01,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1979,701.0,240000.0,12.388394199999999,2020,2020,570 ANG MO KIO AVE 3 Singapore,1.3698332,103.8558859,0.7004191397718655,Ang Mo Kio,1,0.04065828028858354,Ang Mo Kio Ave 3,54281,6,0.4831901678941556,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
17,17,64273,2020-01,ANG MO KIO,3 ROOM,345,ANG MO KIO AVE 3,04 TO 06,88.0,New Generation,1978,688.0,320000.0,12.67607627,2020,2020,345 ANG MO KIO AVE 3 Singapore,1.3675153999999998,103.8497376,0.2795498739652741,Ang Mo Kio,1,0.0990040507864317,Ang Mo Kio Ave 8,54331,4,0.2513539723856758,TECK GHEE PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
18,18,64274,2020-01,ANG MO KIO,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1976,663.0,250000.0,12.429216199999999,2020,2020,213 ANG MO KIO AVE 3 Singapore,1.367847,103.84109699999999,0.9744610793729347,Ang Mo Kio,1,0.22228271175912198,Ang Mo Kio Ave 3,54231,7,0.17587642908884127,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
19,19,64275,2020-01,ANG MO KIO,3 ROOM,126,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1978,693.0,250000.0,12.429216199999999,2020,2020,126 ANG MO KIO AVE 3 Singapore,1.3716164,103.8435905,0.689784838459938,Ang Mo Kio,1,0.24033775495326684,Ang Mo Kio Ave 6,54039,3,0.48668724276978226,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,4
20,20,64276,2020-01,ANG MO KIO,3 ROOM,587,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1979,701.0,265000.0,12.487485099999999,2020,2020,587 ANG MO KIO AVE 3 Singapore,1.3702258,103.85248990000001,0.32335610241116813,Ang Mo Kio,1,0.12320294895506813,Ang Mo Kio Ave 3,54271,4,0.1557935085428858,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
21,21,64277,2020-01,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1978,693.0,300000.0,12.61153775,2020,2020,121 ANG MO KIO AVE 3 Singapore,1.3697115,103.8435905,0.6676117005368155,Ang Mo Kio,1,0.06569881918378381,Ang Mo Kio Ave 3,54239,7,0.2844298602186335,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
22,22,64278,2020-01,ANG MO KIO,3 ROOM,345,ANG MO KIO AVE 3,04 TO 06,73.0,New Generation,1978,687.0,320000.0,12.67607627,2020,2020,345 ANG MO KIO AVE 3 Singapore,1.3675153999999998,103.8497376,0.2795498739652741,Ang Mo Kio,1,0.0990040507864317,Ang Mo Kio Ave 8,54331,4,0.2513539723856758,TECK GHEE PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
23,23,64279,2020-01,ANG MO KIO,3 ROOM,212,ANG MO KIO AVE 3,10 TO 12,67.0,New Generation,1977,675.0,255000.0,12.44901882,2020,2020,212 ANG MO KIO AVE 3 Singapore,1.3688441,103.84159770000001,0.8978806389368461,Ang Mo Kio,1,0.09835458757960386,Ang Mo Kio Ave 3,54231,5,0.19976167279917514,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
24,24,64280,2020-01,ANG MO KIO,3 ROOM,301,ANG MO KIO AVE 3,04 TO 06,88.0,New Generation,1978,686.0,355000.0,12.77987307,2020,2020,301 ANG MO KIO AVE 3 Singapore,1.3674264999999999,103.8459457,0.49741534142886706,Ang Mo Kio,1,0.16514591008488377,Ang Mo Kio Ave 3,54248,8,0.372008712983572,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
25,25,64281,2020-01,ANG MO KIO,3 ROOM,120,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978,693.0,270000.0,12.50617724,2020,2020,120 ANG MO KIO AVE 3 Singapore,1.3701123,103.844328,0.5847986786908824,Ang Mo Kio,1,0.11265810971195264,Ang Mo Kio Ave 6,54031,5,0.361990584031242,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,4
26,26,64282,2020-01,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1978,693.0,283000.0,12.55320218,2020,2020,121 ANG MO KIO AVE 3 Singapore,1.3697115,103.8435905,0.6676117005368155,Ang Mo Kio,1,0.06569881918378381,Ang Mo Kio Ave 3,54239,7,0.2844298602186335,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
27,27,64283,2020-01,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1978,693.0,245000.0,12.40901349,2020,2020,121 ANG MO KIO AVE 3 Singapore,1.3697115,103.8435905,0.6676117005368155,Ang Mo Kio,1,0.06569881918378381,Ang Mo Kio Ave 3,54239,7,0.2844298602186335,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
28,28,64284,2020-01,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,01 TO 03,73.0,New Generation,1977,679.0,255000.0,12.44901882,2020,2020,256 ANG MO KIO AVE 4 Singapore,1.3705996999999999,103.83584599999999,1.5289397324065002,Ang Mo Kio,0,0.07694422355248452,Ang Mo Kio Ave 4,54181,9,0.2563125937551231,MAYFLOWER SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
29,29,64285,2020-01,ANG MO KIO,3 ROOM,644,ANG MO KIO AVE 4,07 TO 09,75.0,New Generation,1980,718.0,308000.0,12.63785506,2020,2020,644 ANG MO KIO AVE 4 Singapore,1.379241,103.84012659999999,0.6025357078358494,Yio Chu Kang,1,0.03394725816829219,Ang Mo Kio Ave 4,55139,8,0.283124480052866,YIO CHU KANG SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,4
30,30,64286,2020-01,ANG MO KIO,3 ROOM,178,ANG MO KIO AVE 4,04 TO 06,82.0,New Generation,1981,724.0,302500.0,12.61983656,2020,2020,178 ANG MO KIO AVE 4 Singapore,1.3763448999999999,103.8369782,1.069211765859577,Yio Chu Kang,0,0.1114916479592215,Ang Mo Kio Ave 5,55111,5,0.1324304306545225,MAYFLOWER PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,4
31,31,64287,2020-01,ANG MO KIO,3 ROOM,629,ANG MO KIO AVE 4,01 TO 03,68.0,New Generation,1981,729.0,250000.0,12.429216199999999,2020,2020,629 ANG MO KIO AVE 4 Singapore,1.3801351,103.84042020000001,0.5323439665459706,Yio Chu Kang,1,0.08979684536362063,Ang Mo Kio Ave 4,55131,6,0.33507657210577657,YIO CHU KANG SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
32,32,64288,2020-01,ANG MO KIO,3 ROOM,155,ANG MO KIO AVE 4,04 TO 06,82.0,New Generation,1981,724.0,362000.0,12.79939949,2020,2020,155 ANG MO KIO AVE 4 Singapore,1.3759188999999998,103.839952,0.8531877229273168,Yio Chu Kang,1,0.07010208174625622,Ang Mo Kio Ave 4,54209,7,0.30592004271336487,YIO CHU KANG SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,5
33,33,64289,2020-01,ANG MO KIO,3 ROOM,502,ANG MO KIO AVE 5,04 TO 06,82.0,New Generation,1981,721.0,340000.0,12.7367009,2020,2020,502 ANG MO KIO AVE 5 Singapore,1.3758291,103.8498409,0.6459984893352109,Ang Mo Kio,2,0.03978035441207127,Ang Mo Kio Ave 5,54359,10,0.2501971913082808,ANDERSON SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
34,34,64290,2020-01,ANG MO KIO,3 ROOM,154,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,721.0,278000.0,12.53537639,2020,2020,154 ANG MO KIO AVE 5 Singapore,1.3763186,103.8414166,0.7202049370842899,Yio Chu Kang,1,0.07243857562038854,Ang Mo Kio Ave 5,54459,8,0.16507042663922258,YIO CHU KANG SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
35,35,64291,2020-01,ANG MO KIO,3 ROOM,601,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,714.0,280000.0,12.54254488,2020,2020,601 ANG MO KIO AVE 5 Singapore,1.3810778000000001,103.83513609999999,1.0906175403761755,Yio Chu Kang,0,0.14601026006399354,Yio Chu Kang Rd,55011,4,0.5484415686572732,MAYFLOWER PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
36,36,64292,2020-01,ANG MO KIO,3 ROOM,535,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,709.0,246100.0,12.41349324,2020,2020,535 ANG MO KIO AVE 5 Singapore,1.3745631999999999,103.8532832,0.6506749621289941,Ang Mo Kio,1,0.13709554115645414,Ang Mo Kio Ave 5,54479,9,0.20585963661699053,ANDERSON SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
37,37,64293,2020-01,ANG MO KIO,3 ROOM,181,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,723.0,245000.0,12.40901349,2020,2020,181 ANG MO KIO AVE 5 Singapore,1.3768568,103.8371593,1.0211214843315646,Yio Chu Kang,0,0.0691743415770918,Ang Mo Kio Ave 5,55111,6,0.16861391829903258,MAYFLOWER PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,5
38,38,64294,2020-01,ANG MO KIO,3 ROOM,535,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,709.0,318000.0,12.66980666,2020,2020,535 ANG MO KIO AVE 5 Singapore,1.3745631999999999,103.8532832,0.6506749621289941,Ang Mo Kio,1,0.13709554115645414,Ang Mo Kio Ave 5,54479,9,0.20585963661699053,ANDERSON SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
39,39,64295,2020-01,ANG MO KIO,3 ROOM,533,ANG MO KIO AVE 5,01 TO 03,67.0,New Generation,1980,709.0,223000.0,12.31492705,2020,2020,533 ANG MO KIO AVE 5 Singapore,1.3741983999999998,103.8530114,0.6001458660528335,Ang Mo Kio,1,0.1785911024823197,Ang Mo Kio Ave 5,54479,8,0.17304741129353415,ANDERSON SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
40,40,64296,2020-01,ANG MO KIO,3 ROOM,124,ANG MO KIO AVE 6,04 TO 06,67.0,New Generation,1979,,260000.0,12.46843691,2020,2020,124 ANG MO KIO AVE 6 Singapore,1.3708768,103.8447681,0.5441024753005603,Ang Mo Kio,1,0.0966423535251043,Ang Mo Kio Ave 6,54039,3,0.4600184040325404,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,4
41,41,64297,2020-01,ANG MO KIO,3 ROOM,728,ANG MO KIO AVE 6,01 TO 03,82.0,New Generation,1980,717.0,305000.0,12.62806706,2020,2020,728 ANG MO KIO AVE 6 Singapore,1.3727031,103.84567390000001,0.5272518656432693,Ang Mo Kio,1,0.09717683014914062,Ang Mo Kio Ave 6,54049,5,0.5938503651137275,ANDERSON SERANGOON JUNIOR COLLEGE,NORTH,GOVERNMENT SCHOOL,JUNIOR COLLEGE,No,No,2
42,42,64298,2020-01,ANG MO KIO,3 ROOM,650,ANG MO KIO ST 61,19 TO 21,67.0,Model A,2015,1139.0,458888.0,13.03656145,2020,2020,650 ANG MO KIO ST 61 Singapore,1.3776467,103.8426748,0.5216910915868701,Yio Chu Kang,1,0.08265324664430074,Ang Mo Kio Ave 5,54461,7,0.06357619336193918,YIO CHU KANG SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
43,43,64299,2020-01,ANG MO KIO,3 ROOM,650,ANG MO KIO ST 61,10 TO 12,67.0,Model A,2015,1139.0,423000.0,12.95512746,2020,2020,650 ANG MO KIO ST 61 Singapore,1.3776467,103.8426748,0.5216910915868701,Yio Chu Kang,1,0.08265324664430074,Ang Mo Kio Ave 5,54461,7,0.06357619336193918,YIO CHU KANG SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
44,44,64300,2020-01,ANG MO KIO,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,98.0,New Generation,1976,667.0,370000.0,12.82125828,2020,2020,207 ANG MO KIO AVE 1 Singapore,1.3658636999999998,103.8429084,0.8749002101379155,Ang Mo Kio,1,0.05980095799321806,Ang Mo Kio Ave 6,54011,4,0.1691139563988568,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
45,45,64301,2020-01,ANG MO KIO,4 ROOM,307A,ANG MO KIO AVE 1,16 TO 18,97.0,Model A,2012,1100.0,715000.0,13.48003782,2020,2020,307A ANG MO KIO AVE 1 Singapore,1.3659709999999998,103.84446899999999,0.7259601741949017,Ang Mo Kio,1,0.03979341323232345,Ang Mo Kio Ave 6,54019,6,0.2584199264483924,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
46,46,64302,2020-01,ANG MO KIO,4 ROOM,310B,ANG MO KIO AVE 1,13 TO 15,94.0,Model A,2012,1100.0,660000.0,13.39999511,2020,2020,310B ANG MO KIO AVE 1 Singapore,1.3646976,103.8442059,0.8419423773653255,Ang Mo Kio,1,0.08763691353887265,Ang Mo Kio Ave 1,54071,6,0.3450376662151371,ANG MO KIO SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
47,47,64303,2020-01,ANG MO KIO,4 ROOM,575,ANG MO KIO AVE 10,01 TO 03,91.0,New Generation,1980,709.0,360000.0,12.79385931,2020,2020,575 ANG MO KIO AVE 10 Singapore,1.3714233999999998,103.85582420000001,0.7104603927342854,Ang Mo Kio,1,0.10122118487560633,Ang Mo Kio Ave 10,54581,9,0.4403824106657988,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
48,48,64304,2020-01,ANG MO KIO,4 ROOM,414,ANG MO KIO AVE 10,10 TO 12,92.0,New Generation,1979,704.0,383000.0,12.85579027,2020,2020,414 ANG MO KIO AVE 10 Singapore,1.3640848,103.8536456,0.7998364992664175,Ang Mo Kio,1,0.137483878465917,Ang Mo Kio Ave 8,54329,9,0.2486901109820525,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
49,49,64305,2020-01,ANG MO KIO,4 ROOM,536,ANG MO KIO AVE 10,07 TO 09,93.0,New Generation,1980,710.0,383000.0,12.85579027,2020,2020,536 ANG MO KIO AVE 10 Singapore,1.374484,103.8542797,0.7196133757806064,Ang Mo Kio,1,0.07532749159901689,Ang Mo Kio Ave 10,54579,10,0.3148599518074749,ANDERSON SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
50,50,64306,2020-01,ANG MO KIO,4 ROOM,473,ANG MO KIO AVE 10,10 TO 12,91.0,New Generation,1984,763.0,345000.0,12.751299699999999,2020,2020,473 ANG MO KIO AVE 10 Singapore,1.3630308999999998,103.8568982,1.1248072627921055,Ang Mo Kio,0,0.10677789825222028,Ang Mo Kio Ave 10,54379,8,0.5126098262082304,TOWNSVILLE PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
51,51,64307,2020-01,ANG MO KIO,4 ROOM,466,ANG MO KIO AVE 10,01 TO 03,93.0,New Generation,1984,764.0,328000.0,12.70076889,2020,2020,466 ANG MO KIO AVE 10 Singapore,1.365897,103.85690679999999,0.9341346037779301,Ang Mo Kio,1,0.06422336476761391,Ang Mo Kio Ave 10,54389,11,0.5088836921733152,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
52,52,64308,2020-01,ANG MO KIO,4 ROOM,413,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1979,703.0,360000.0,12.79385931,2020,2020,413 ANG MO KIO AVE 10 Singapore,1.3635721,103.8536456,0.8475261606741669,Ang Mo Kio,1,0.14820586560874136,Ang Mo Kio Ave 8,54321,9,0.2966848408655867,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
53,53,64309,2020-01,ANG MO KIO,4 ROOM,419,ANG MO KIO AVE 10,04 TO 06,99.0,New Generation,1979,703.0,360000.0,12.79385931,2020,2020,419 ANG MO KIO AVE 10 Singapore,1.3654002,103.8541891,0.7253015459454598,Ang Mo Kio,1,0.21427615532718952,Ang Mo Kio Ave 10,54381,12,0.2139125267731423,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
54,54,64310,2020-01,ANG MO KIO,4 ROOM,559,ANG MO KIO AVE 10,04 TO 06,92.0,New Generation,1980,,345000.0,12.751299699999999,2020,2020,559 ANG MO KIO AVE 10 Singapore,1.3710191,103.85790329999999,0.9309405946144045,Ang Mo Kio,1,0.08109264394961717,Ang Mo Kio St 54,54429,7,0.6734020771162991,JING SHAN PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
55,55,64311,2020-01,ANG MO KIO,4 ROOM,412,ANG MO KIO AVE 10,01 TO 03,92.0,New Generation,1979,703.0,370000.0,12.82125828,2020,2020,412 ANG MO KIO AVE 10 Singapore,1.3639288,103.8552762,0.9270006984267114,Ang Mo Kio,1,0.13755195473533205,Ang Mo Kio Ave 10,54379,10,0.3937484599028391,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
56,56,64312,2020-01,ANG MO KIO,4 ROOM,419,ANG MO KIO AVE 10,10 TO 12,99.0,New Generation,1979,703.0,452000.0,13.02143746,2020,2020,419 ANG MO KIO AVE 10 Singapore,1.3654002,103.8541891,0.7253015459454598,Ang Mo Kio,1,0.21427615532718952,Ang Mo Kio Ave 10,54381,12,0.2139125267731423,DEYI SECONDARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,SECONDARY,No,No,1
57,57,64313,2020-01,ANG MO KIO,4 ROOM,325,ANG MO KIO AVE 3,07 TO 09,98.0,New Generation,1978,692.0,500000.0,13.12236338,2020,2020,325 ANG MO KIO AVE 3 Singapore,1.3679324,103.8471233,0.35945819246781435,Ang Mo Kio,1,0.08995411343012003,Ang Mo Kio Ave 3,54247,5,0.4716398991066435,TECK GHEE PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
58,58,64314,2020-01,ANG MO KIO,4 ROOM,325,ANG MO KIO AVE 3,01 TO 03,98.0,New Generation,1978,692.0,435000.0,12.98310131,2020,2020,325 ANG MO KIO AVE 3 Singapore,1.3679324,103.8471233,0.35945819246781435,Ang Mo Kio,1,0.08995411343012003,Ang Mo Kio Ave 3,54247,5,0.4716398991066435,TECK GHEE PRIMARY SCHOOL,SOUTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
