,Unnamed: 0,Unnamed: 0.1,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,resale_price_norm,year,remaining_lease_years,address,latitude,longitude,mrt_dist,mrt_station,no_of_mrt_within_1km,bus_dist,road_name,bus_stop_code,no_of_bus_within_1km,school_dist,school_name,school_zone,school_type,school_level,school_sap,school_ip,no_of_schools_within_1km
7922,7922,72178,2020-06,SEMBAWANG,EXECUTIVE,469A,ADMIRALTY DR,10 TO 12,137.0,Premium Apartment,2001,963.0,480000.0,13.08154138,2020,2020,469A ADMIRALTY DR Singapore,1.4499075000000001,103.81343000000001,0.7420011903539359,Sembawang,1,0.21546322993964684,Sembawang Way,58381,7,0.28403956722624424,CANBERRA PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,1
7923,7923,72179,2020-06,SEMBAWANG,EXECUTIVE,468D,ADMIRALTY DR,04 TO 06,137.0,Premium Apartment,2001,,475000.0,13.07107008,2020,2020,468D ADMIRALTY DR Singapore,1.4508551,103.8145167,0.6452576304486539,Sembawang,1,0.19489047422925196,Admiralty Dr,58321,7,0.15189429553861095,CANBERRA PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,1
7924,7924,72180,2020-06,SEMBAWANG,EXECUTIVE,357C,ADMIRALTY DR,04 TO 06,131.0,Premium Apartment,2001,961.0,480000.0,13.08154138,2020,2020,357C ADMIRALTY DR Singapore,1.4497532,103.8175733,0.28489278237752785,Sembawang,1,0.049900749694254835,Sembawang Dr,58319,8,0.21482723057323125,CANBERRA PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,1
7925,7925,72181,2020-06,SEMBAWANG,EXECUTIVE,472,SEMBAWANG DR,01 TO 03,130.0,Apartment,2000,950.0,470000.0,13.06048797,2020,2020,472 SEMBAWANG DR Singapore,1.4516525,103.8161469,0.5173901456624642,Sembawang,1,0.12384320202105485,Sembawang Dr,58349,12,0.1139304046303817,CANBERRA PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,1
7926,7926,72182,2020-06,SENGKANG,2 ROOM,302B,ANCHORVALE LINK,07 TO 09,44.0,Model A,2007,1035.0,238000.0,12.38002595,2020,2020,302B ANCHORVALE LINK Singapore,1.38786,103.89069,0.11605240279809788,Renjong,3,0.11292980333210298,Sengkang East Rd,67279,9,0.10508719295502494,NAN CHIAU HIGH SCHOOL,NORTH,GOVERNMENT-AIDED SCH,SECONDARY,Yes,No,2
7927,7927,72183,2020-06,SENGKANG,2 ROOM,180A,RIVERVALE CRES,01 TO 03,47.0,Model A,2015,,225000.0,12.32385568,2020,2020,180A RIVERVALE CRES Singapore,1.3902743999999998,103.9096411,0.4345595638735445,Rumbia,1,0.18065946020830267,Rivervale Cres,67661,11,0.5107271560033099,MEE TOH SCHOOL,NORTH,GOVERNMENT-AIDED SCH,PRIMARY,No,No,3
7928,7928,72184,2020-06,SENGKANG,2 ROOM,180A,RIVERVALE CRES,10 TO 12,47.0,Model A,2015,1127.0,266000.0,12.49125159,2020,2020,180A RIVERVALE CRES Singapore,1.3902743999999998,103.9096411,0.4345595638735445,Rumbia,1,0.18065946020830267,Rivervale Cres,67661,11,0.5107271560033099,MEE TOH SCHOOL,NORTH,GOVERNMENT-AIDED SCH,PRIMARY,No,No,3
7929,7929,72185,2020-06,SENGKANG,3 ROOM,334C,ANCHORVALE CRES,04 TO 06,67.0,Premium Apartment,2015,1137.0,320000.0,12.67607627,2020,2020,334C ANCHORVALE CRES Singapore,1.3974262,103.8899219,0.08823234968642095,Farmway,3,0.05367473063304989,Anchorvale St,67311,5,0.274801625964919,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7930,7930,72186,2020-06,SENGKANG,3 ROOM,336A,ANCHORVALE CRES,13 TO 15,67.0,Premium Apartment,2015,1136.0,365000.0,12.80765263,2020,2020,336A ANCHORVALE CRES Singapore,1.3980501,103.8891124,0.09716985672607517,Farmway,2,0.07822651548360444,Anchorvale St,67319,8,0.348617773414799,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7931,7931,72187,2020-06,SENGKANG,3 ROOM,329A,ANCHORVALE ST,13 TO 15,67.0,Model A,2015,1133.0,355000.0,12.77987307,2020,2020,329A ANCHORVALE ST Singapore,1.3962389,103.88972740000001,0.12153616929339249,Farmway,3,0.0804487830659235,Anchorvale St,67311,6,0.1415598676124577,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7932,7932,72188,2020-06,SENGKANG,3 ROOM,414A,FERNVALE LINK,16 TO 18,68.0,Model A,2016,1138.0,328000.0,12.70076889,2020,2020,414A FERNVALE LINK Singapore,1.3902473,103.8799924,0.21059553918692206,Layar,3,0.19422606297144543,Sengkang West Ave,67479,4,0.16881286520502847,PEI HWA SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
7933,7933,72189,2020-06,SENGKANG,3 ROOM,430C,FERNVALE LINK,04 TO 06,67.0,Model A,2015,1130.0,310000.0,12.64432758,2020,2020,430C FERNVALE LINK Singapore,1.3944432,103.8788389,0.28779994309413565,Layar,4,0.18027344330722408,Sengkang West Way,67551,6,0.38040642299013294,FERN GREEN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
7934,7934,72190,2020-06,SENGKANG,3 ROOM,414A,FERNVALE LINK,13 TO 15,68.0,Model A,2016,1137.0,318000.0,12.66980666,2020,2020,414A FERNVALE LINK Singapore,1.3902473,103.8799924,0.21059553918692206,Layar,3,0.19422606297144543,Sengkang West Ave,67479,4,0.16881286520502847,PEI HWA SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
7935,7935,72191,2020-06,SENGKANG,3 ROOM,430B,FERNVALE LINK,19 TO 21,67.0,Model A,2015,1129.0,360000.0,12.79385931,2020,2020,430B FERNVALE LINK Singapore,1.3939628000000002,103.8787318,0.2482060926372602,Layar,4,0.22732059233954388,Sengkang West Way,67569,7,0.41128665549749954,PEI HWA SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
7936,7936,72192,2020-06,SENGKANG,3 ROOM,414B,FERNVALE LINK,19 TO 21,68.0,Model A,2016,1137.0,345000.0,12.751299699999999,2020,2020,414B FERNVALE LINK Singapore,1.3900331,103.87962440000001,0.23851856072779595,Layar,4,0.22585628903751206,Sengkang West Ave,67479,5,0.13063360813116062,PEI HWA SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
7937,7937,72193,2020-06,SENGKANG,3 ROOM,414A,FERNVALE LINK,19 TO 21,68.0,Model A,2016,1137.0,348000.0,12.75995776,2020,2020,414A FERNVALE LINK Singapore,1.3902473,103.8799924,0.21059553918692206,Layar,3,0.19422606297144543,Sengkang West Ave,67479,4,0.16881286520502847,PEI HWA SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
7938,7938,72194,2020-06,SENGKANG,3 ROOM,414B,FERNVALE LINK,16 TO 18,68.0,Model A,2016,1137.0,330000.0,12.70684793,2020,2020,414B FERNVALE LINK Singapore,1.3900331,103.87962440000001,0.23851856072779595,Layar,4,0.22585628903751206,Sengkang West Ave,67479,5,0.13063360813116062,PEI HWA SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
7939,7939,72195,2020-06,SENGKANG,3 ROOM,414A,FERNVALE LINK,22 TO 24,68.0,Model A,2016,1137.0,340000.0,12.7367009,2020,2020,414A FERNVALE LINK Singapore,1.3902473,103.8799924,0.21059553918692206,Layar,3,0.19422606297144543,Sengkang West Ave,67479,4,0.16881286520502847,PEI HWA SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
7940,7940,72196,2020-06,SENGKANG,3 ROOM,414B,FERNVALE LINK,16 TO 18,68.0,Model A,2016,1137.0,350000.0,12.76568843,2020,2020,414B FERNVALE LINK Singapore,1.3900331,103.87962440000001,0.23851856072779595,Layar,4,0.22585628903751206,Sengkang West Ave,67479,5,0.13063360813116062,PEI HWA SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
7941,7941,72197,2020-06,SENGKANG,3 ROOM,430C,FERNVALE LINK,25 TO 27,67.0,Model A,2015,,360000.0,12.79385931,2020,2020,430C FERNVALE LINK Singapore,1.3944432,103.8788389,0.28779994309413565,Layar,4,0.18027344330722408,Sengkang West Way,67551,6,0.38040642299013294,FERN GREEN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
7942,7942,72198,2020-06,SENGKANG,3 ROOM,414B,FERNVALE LINK,07 TO 09,68.0,Model A,2016,1136.0,348000.0,12.75995776,2020,2020,414B FERNVALE LINK Singapore,1.3900331,103.87962440000001,0.23851856072779595,Layar,4,0.22585628903751206,Sengkang West Ave,67479,5,0.13063360813116062,PEI HWA SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
7943,7943,72199,2020-06,SENGKANG,3 ROOM,430C,FERNVALE LINK,07 TO 09,67.0,Model A,2015,,360000.0,12.79385931,2020,2020,430C FERNVALE LINK Singapore,1.3944432,103.8788389,0.28779994309413565,Layar,4,0.18027344330722408,Sengkang West Way,67551,6,0.38040642299013294,FERN GREEN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,1
7944,7944,72200,2020-06,SENGKANG,3 ROOM,445A,FERNVALE RD,07 TO 09,67.0,Model A,2012,1097.0,337000.0,12.72783821,2020,2020,445A FERNVALE RD Singapore,1.392091,103.87442,0.2041955051581342,Fernvale,2,0.13788413516341297,Sengkang West Ave,67491,6,0.09178574851709378,SENGKANG GREEN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7945,7945,72201,2020-06,SENGKANG,3 ROOM,453A,FERNVALE RD,13 TO 15,67.0,Model A,2015,1129.0,345000.0,12.751299699999999,2020,2020,453A FERNVALE RD Singapore,1.3938878000000001,103.875434,0.22557961456808395,Fernvale,3,0.21680437071380892,Sengkang West Way,67569,8,0.15464011525746496,SENGKANG GREEN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7946,7946,72202,2020-06,SENGKANG,3 ROOM,180B,RIVERVALE CRES,04 TO 06,67.0,Model A,2015,,295000.0,12.59473064,2020,2020,180B RIVERVALE CRES Singapore,1.3899096000000002,103.9093692,0.4220329826577452,Rumbia,1,0.13032563395938307,Rivervale Cres,67661,13,0.5481240779946815,MEE TOH SCHOOL,NORTH,GOVERNMENT-AIDED SCH,PRIMARY,No,No,2
7947,7947,72203,2020-06,SENGKANG,3 ROOM,180D,RIVERVALE CRES,13 TO 15,67.0,Model A,2015,1127.0,318000.0,12.66980666,2020,2020,180D RIVERVALE CRES Singapore,1.3893902,103.9104567,0.5560093533680274,Rumbia,1,0.1939538992053553,Rivervale Cres,67661,10,0.6248276645745163,MEE TOH SCHOOL,NORTH,GOVERNMENT-AIDED SCH,PRIMARY,No,No,3
7948,7948,72204,2020-06,SENGKANG,3 ROOM,180A,RIVERVALE CRES,01 TO 03,67.0,Model A,2015,1127.0,295000.0,12.59473064,2020,2020,180A RIVERVALE CRES Singapore,1.3902743999999998,103.9096411,0.4345595638735445,Rumbia,1,0.18065946020830267,Rivervale Cres,67661,11,0.5107271560033099,MEE TOH SCHOOL,NORTH,GOVERNMENT-AIDED SCH,PRIMARY,No,No,3
7949,7949,72205,2020-06,SENGKANG,3 ROOM,448B,SENGKANG WEST WAY,22 TO 24,67.0,Model A,2014,1118.0,341000.0,12.73963776,2020,2020,448B SENGKANG WEST WAY Singapore,1.3933959999999999,103.873174,0.3746276021668853,Fernvale,2,0.06579956535522143,Jln Kayu,68029,13,0.236304025963765,SENGKANG GREEN PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7950,7950,72206,2020-06,SENGKANG,4 ROOM,336C,ANCHORVALE CRES,16 TO 18,92.0,Premium Apartment,2015,1136.0,500000.0,13.12236338,2020,2020,336C ANCHORVALE CRES Singapore,1.3976971000000002,103.8885984,0.08567899265468455,Farmway,2,0.04835843059381783,Anchorvale St,67319,7,0.3265510133654171,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7951,7951,72207,2020-06,SENGKANG,4 ROOM,336B,ANCHORVALE CRES,10 TO 12,92.0,Premium Apartment,2015,1134.0,488888.0,13.0998887,2020,2020,336B ANCHORVALE CRES Singapore,1.3975255,103.8890931,0.039527086655406975,Farmway,3,0.027148375386033794,Anchorvale St,67319,7,0.29191203076074024,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7952,7952,72208,2020-06,SENGKANG,4 ROOM,334C,ANCHORVALE CRES,07 TO 09,92.0,Premium Apartment,2015,1136.0,463000.0,13.04548233,2020,2020,334C ANCHORVALE CRES Singapore,1.3974262,103.8899219,0.08823234968642095,Farmway,3,0.05367473063304989,Anchorvale St,67311,5,0.274801625964919,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7953,7953,72209,2020-06,SENGKANG,4 ROOM,334B,ANCHORVALE CRES,04 TO 06,95.0,Premium Apartment,2015,1135.0,448888.0,13.01452869,2020,2020,334B ANCHORVALE CRES Singapore,1.3985703999999999,103.89000990000001,0.18091491626773526,Farmway,3,0.061216917133237105,Anchorvale Cres,67699,9,0.40238672590617103,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7954,7954,72210,2020-06,SENGKANG,4 ROOM,319B,ANCHORVALE DR,01 TO 03,90.0,Model A,2002,977.0,363000.0,12.80215811,2020,2020,319B ANCHORVALE DR Singapore,1.3915634,103.8902484,0.5276670789630157,Renjong,3,0.0803990355721336,Anchorvale Link,67581,7,0.0720442591601192,NAN CHIAU PRIMARY SCHOOL,NORTH,GOVERNMENT-AIDED SCH,PRIMARY,No,No,3
7955,7955,72211,2020-06,SENGKANG,4 ROOM,321A,ANCHORVALE DR,01 TO 03,90.0,Model A,2002,978.0,367000.0,12.81311713,2020,2020,321A ANCHORVALE DR Singapore,1.3900379999999999,103.89154,0.37391823478507463,Renjong,3,0.023781927725647398,Anchorvale Dr,67351,6,0.20305621787369155,NAN CHIAU HIGH SCHOOL,NORTH,GOVERNMENT-AIDED SCH,SECONDARY,Yes,No,2
7956,7956,72212,2020-06,SENGKANG,4 ROOM,332C,ANCHORVALE LINK,07 TO 09,92.0,Model A,2015,1130.0,460000.0,13.03898177,2020,2020,332C ANCHORVALE LINK Singapore,1.3951513,103.89140649999999,0.29569811013971165,Cheng Lim,2,0.09955952346076653,Sengkang East Way,67391,9,0.19300465485906318,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7957,7957,72213,2020-06,SENGKANG,4 ROOM,332B,ANCHORVALE LINK,13 TO 15,92.0,Model A,2015,1130.0,508000.0,13.13823673,2020,2020,332B ANCHORVALE LINK Singapore,1.3952082000000001,103.89134190000001,0.29945444279686734,Cheng Lim,2,0.10641259039760739,Sengkang East Way,67391,9,0.18667056957323858,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7958,7958,72214,2020-06,SENGKANG,4 ROOM,332C,ANCHORVALE LINK,07 TO 09,92.0,Model A,2015,1130.0,465000.0,13.04979268,2020,2020,332C ANCHORVALE LINK Singapore,1.3951513,103.89140649999999,0.29569811013971165,Cheng Lim,2,0.09955952346076653,Sengkang East Way,67391,9,0.19300465485906318,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7959,7959,72215,2020-06,SENGKANG,4 ROOM,327C,ANCHORVALE RD,01 TO 03,92.0,Premium Apartment,2015,,395000.0,12.88664104,2020,2020,327C ANCHORVALE RD Singapore,1.3961173999999998,103.88861740000002,0.13286991708319007,Farmway,3,0.10611642954220588,Anchorvale Rd,67769,10,0.17414602127825726,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7960,7960,72216,2020-06,SENGKANG,4 ROOM,327C,ANCHORVALE RD,13 TO 15,92.0,Premium Apartment,2015,,470000.0,13.06048797,2020,2020,327C ANCHORVALE RD Singapore,1.3961173999999998,103.88861740000002,0.13286991708319007,Farmway,3,0.10611642954220588,Anchorvale Rd,67769,10,0.17414602127825726,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7961,7961,72217,2020-06,SENGKANG,4 ROOM,326D,ANCHORVALE RD,13 TO 15,92.0,Premium Apartment,2015,1129.0,461888.0,13.04307772,2020,2020,326D ANCHORVALE RD Singapore,1.3963036,103.88808590000001,0.15466970676603792,Farmway,3,0.0534301569410809,Anchorvale Rd,67769,10,0.23130863702337445,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7962,7962,72218,2020-06,SENGKANG,4 ROOM,317D,ANCHORVALE RD,07 TO 09,92.0,Premium Apartment,2003,,395000.0,12.88664104,2020,2020,317D ANCHORVALE RD Singapore,1.3934574,103.88768950000001,0.44516219793696427,Farmway,3,0.11110380846548157,Anchorvale Rd,67379,5,0.27772319280182556,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7963,7963,72219,2020-06,SENGKANG,4 ROOM,330A,ANCHORVALE ST,10 TO 12,92.0,Model A,2015,1132.0,480000.0,13.08154138,2020,2020,330A ANCHORVALE ST Singapore,1.3965495,103.889886,0.10608659738415277,Farmway,3,0.04641593277223853,Anchorvale St,67311,5,0.17748136736140177,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7964,7964,72220,2020-06,SENGKANG,4 ROOM,330B,ANCHORVALE ST,04 TO 06,92.0,Model A,2015,1132.0,400000.0,12.89921983,2020,2020,330B ANCHORVALE ST Singapore,1.3965468,103.89033909999999,0.14789651078401564,Farmway,3,0.07519366837846933,Anchorvale St,67311,5,0.19035906802463412,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7965,7965,72221,2020-06,SENGKANG,4 ROOM,329A,ANCHORVALE ST,13 TO 15,92.0,Model A,2015,1132.0,490000.0,13.10216067,2020,2020,329A ANCHORVALE ST Singapore,1.3962389,103.88972740000001,0.12153616929339249,Farmway,3,0.0804487830659235,Anchorvale St,67311,6,0.1415598676124577,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7966,7966,72222,2020-06,SENGKANG,4 ROOM,329B,ANCHORVALE ST,04 TO 06,93.0,Model A,2015,1132.0,433000.0,12.97849301,2020,2020,329B ANCHORVALE ST Singapore,1.3958198,103.8893423,0.1522627533977608,Farmway,3,0.13655922258079628,Anchorvale St,67311,5,0.10202222580160458,SPRINGDALE PRIMARY SCHOOL,EAST,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7967,7967,72223,2020-06,SENGKANG,4 ROOM,264D,COMPASSVALE BOW,13 TO 15,92.0,Premium Apartment,2008,1045.0,528000.0,13.17685156,2020,2020,264D COMPASSVALE BOW Singapore,1.381629,103.895967,0.3183663821873734,Ranggung,2,0.13816742906393012,Punggol Rd,65011,3,0.14310145948196268,NORTH VISTA PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7968,7968,72224,2020-06,SENGKANG,4 ROOM,264F,COMPASSVALE BOW,01 TO 03,92.0,Premium Apartment,2008,1049.0,440000.0,12.99453001,2020,2020,264F COMPASSVALE BOW Singapore,1.381716,103.89528790000001,0.25816687772727615,Buangkok,1,0.18486427573362885,Buangkok Dr,67711,4,0.14848530136148397,NORTH VISTA PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7969,7969,72225,2020-06,SENGKANG,4 ROOM,290A,COMPASSVALE CRES,10 TO 12,90.0,Model A,2002,970.0,380000.0,12.84792653,2020,2020,290A COMPASSVALE CRES Singapore,1.3960498,103.8967954,0.3355564354982678,Cheng Lim,3,0.08891998369897901,Compassvale St,67439,9,0.241520367556282,COMPASSVALE PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7970,7970,72226,2020-06,SENGKANG,4 ROOM,201A,COMPASSVALE DR,13 TO 15,90.0,Model A,2001,965.0,403500.0,12.90793177,2020,2020,201A COMPASSVALE DR Singapore,1.38875,103.893254,0.3696956350304289,Renjong,3,0.13808654619352564,Sengkang Ctrl,67619,13,0.3302887173809962,NAN CHIAU HIGH SCHOOL,NORTH,GOVERNMENT-AIDED SCH,SECONDARY,Yes,No,2
7971,7971,72227,2020-06,SENGKANG,4 ROOM,204A,COMPASSVALE DR,01 TO 03,90.0,Model A,2000,956.0,355000.0,12.77987307,2020,2020,204A COMPASSVALE DR Singapore,1.388239,103.8946886,0.3926977585310919,Sengkang,2,0.06078917664750538,Compassvale Dr,67341,10,0.48547516684758535,SENG KANG SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,4
7972,7972,72228,2020-06,SENGKANG,4 ROOM,204A,COMPASSVALE DR,07 TO 09,90.0,Model A,2000,954.0,388000.0,12.86876062,2020,2020,204A COMPASSVALE DR Singapore,1.388239,103.8946886,0.3926977585310919,Sengkang,2,0.06078917664750538,Compassvale Dr,67341,10,0.48547516684758535,SENG KANG SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,4
7973,7973,72229,2020-06,SENGKANG,4 ROOM,211B,COMPASSVALE LANE,13 TO 15,95.0,Model A,2013,1102.0,458000.0,13.03462446,2020,2020,211B COMPASSVALE LANE Singapore,1.3853761,103.8985565,0.191213963793296,Ranggung,3,0.18844314024535677,Sengkang East Ave,67211,6,0.06441277300775815,SENG KANG SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,4
7974,7974,72230,2020-06,SENGKANG,4 ROOM,213B,COMPASSVALE LANE,10 TO 12,95.0,Premium Apartment,2012,1097.0,448000.0,13.01254851,2020,2020,213B COMPASSVALE LANE Singapore,1.3856303,103.9008439,0.23669219854249385,Kangkar,4,0.1157078290792416,Punggol Rd,65029,6,0.274077903023588,SENG KANG SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
7975,7975,72231,2020-06,SENGKANG,4 ROOM,275A,COMPASSVALE LINK,07 TO 09,90.0,Premium Apartment,2009,1059.0,565000.0,13.24458101,2020,2020,275A COMPASSVALE LINK Singapore,1.382923,103.8948129,0.1631284950975203,Buangkok,1,0.17798663645120083,Sengkang Ctrl,67601,5,0.11862675674770355,NORTH VISTA PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7976,7976,72232,2020-06,SENGKANG,4 ROOM,277B,COMPASSVALE LINK,07 TO 09,90.0,Premium Apartment,2009,1058.0,569000.0,13.25163571,2020,2020,277B COMPASSVALE LINK Singapore,1.3823379999999998,103.894509,0.14818019789424403,Buangkok,1,0.177627817041277,Sengkang Ctrl,67601,5,0.16527216026878097,NORTH VISTA PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7977,7977,72233,2020-06,SENGKANG,4 ROOM,273D,COMPASSVALE LINK,04 TO 06,90.0,Premium Apartment,2009,1060.0,496888.0,13.11611993,2020,2020,273D COMPASSVALE LINK Singapore,1.3841826000000002,103.89469129999999,0.19971795809845902,Buangkok,1,0.1835805960425346,Sengkang Ctrl,67601,11,0.1933662856936967,NORTH VISTA PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7978,7978,72234,2020-06,SENGKANG,4 ROOM,273D,COMPASSVALE LINK,04 TO 06,90.0,Premium Apartment,2009,1060.0,540000.0,13.19932442,2020,2020,273D COMPASSVALE LINK Singapore,1.3841826000000002,103.89469129999999,0.19971795809845902,Buangkok,1,0.1835805960425346,Sengkang Ctrl,67601,11,0.1933662856936967,NORTH VISTA PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7979,7979,72235,2020-06,SENGKANG,4 ROOM,257A,COMPASSVALE RD,01 TO 03,90.0,Model A,2000,956.0,388000.0,12.86876062,2020,2020,257A COMPASSVALE RD Singapore,1.392383,103.89766800000001,0.2559370944153968,Sengkang,1,0.1097255799268283,Compassvale Rd,67241,9,0.2014889473987948,COMPASSVALE PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7980,7980,72236,2020-06,SENGKANG,4 ROOM,247,COMPASSVALE RD,04 TO 06,85.0,Model A2,2000,949.0,350000.0,12.76568843,2020,2020,247 COMPASSVALE RD Singapore,1.3921290000000002,103.89926700000001,0.30578310168829637,Compassvale,2,0.08454201738707763,Sengkang East Way,67101,7,0.2739878646890173,COMPASSVALE PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7981,7981,72237,2020-06,SENGKANG,4 ROOM,299B,COMPASSVALE ST,07 TO 09,94.0,Premium Apartment,2001,964.0,360000.0,12.79385931,2020,2020,299B COMPASSVALE ST Singapore,1.3970486,103.9013264,0.2878712191966737,Compassvale,2,0.2460133563210839,Punggol Rd,65061,3,0.20905136659630164,COMPASSVALE SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,3
7982,7982,72238,2020-06,SENGKANG,4 ROOM,297B,COMPASSVALE ST,04 TO 06,93.0,Premium Apartment,2001,963.0,350000.0,12.76568843,2020,2020,297B COMPASSVALE ST Singapore,1.394702,103.901115,0.0753246520969483,Compassvale,2,0.07274274715257129,Compassvale St,67259,7,0.21918387449068835,COMPASSVALE SECONDARY SCHOOL,NORTH,GOVERNMENT SCHOOL,SECONDARY,No,No,2
7983,7983,72239,2020-06,SENGKANG,4 ROOM,224D,COMPASSVALE WALK,07 TO 09,102.0,Model A,1999,933.0,393000.0,12.88156489,2020,2020,224D COMPASSVALE WALK Singapore,1.38875,103.89858000000001,0.47479028108520743,Sengkang,2,0.16213954554276727,Compassvale Dr,67179,9,0.08754152506060538,SENG KANG PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,2
7984,7984,72240,2020-06,SENGKANG,4 ROOM,226A,COMPASSVALE WALK,04 TO 06,102.0,Model A,1999,943.0,340000.0,12.7367009,2020,2020,226A COMPASSVALE WALK Singapore,1.3876620000000002,103.8992648,0.4461943664242943,Ranggung,4,0.05037733768623197,Compassvale Dr,67171,6,0.1534375214420568,SENG KANG PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,3
7985,7985,72241,2020-06,SENGKANG,4 ROOM,403D,FERNVALE LANE,01 TO 03,92.0,Premium Apartment,2004,998.0,342000.0,12.74256602,2020,2020,403D FERNVALE LANE Singapore,1.3883967,103.87316820000001,0.5303843485041543,Fernvale,1,0.09704954610917567,Fernvale Lane,67281,6,0.19162667351374926,FERNVALE PRIMARY SCHOOL,NORTH,GOVERNMENT SCHOOL,PRIMARY,No,No,1
